Drug_name	approved
N-[3-(1h-Benzimidazol-2-Yl)-1h-Pyrazol-4-Yl]Benzamide	Not approved
N-[3-(2-Fluoroethoxy)Phenyl]-N'-(1,3,4-Trioxo-1,2,3,4-Tetrahydroisoquinolin-6-Yl)Butanediamide	Not approved
N~3~-[3-(1h-Indol-6-Yl)Benzyl]Pyridine-2,3-Diamine	Not approved
N~3~-[3-(5-Methoxypyridin-3-Yl)Benzyl]Pyridine-2,3-Diamine	Not approved
N~3~-(3-Pyridin-3-Ylbenzyl)Pyridine-2,3-Diamine	Not approved
N-[3-[4-(3-Aminopropyl)Piperazin-1-Yl]Propyl]-3-[(2-Thiophen-2-Ylacetyl)Amino]-5-[(2r,3r,4s,5r,6r)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxybenzamide	Not approved
N-{3-[4-(3-Aminopropyl)Piperazin-1-Yl]Propyl}-3-(Alpha-D-Galactopyranosyloxy)-5-Nitrobenzamide	Not approved
N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-Nitro-5-(Galactopyranosyl)-Beta-Benzamide	Not approved
N-{3-[(4-{[3-(Trifluoromethyl)Phenyl]Amino}Pyrimidin-2-Yl)Amino]Phenyl}Cyclopropanecarboxamide	Not approved
N-[3-[[4-[(5-Chloro-1,3-Benzodioxol-4-Yl)Amino]Pyrimidin-2-Yl]Amino]Phenyl]Methanesulfonamide	Not approved
N-{3-[4-Hydroxy-1-(3-Methylbutyl)-2-Oxo-1,2-Dihydropyrrolo[1,2-B]Pyridazin-3-Yl]-1,1-Dioxido-2h-1,2,4-Benzothiadiazin-7-Yl}Methanesulfonamide	Not approved
N-{3-[5-(1h-1,2,4-Triazol-3-Yl)-1h-Indazol-3-Yl]Phenyl}Furan-2-Carboxamide	Not approved
N~3~-[5-(1h-Indol-6-Yl)-2-(Pyridin-2-Ylmethoxy)Benzyl]Pyridine-2,3-Diamine	Not approved
N-(3,5-Dibromo-4-Hydroxyphenyl)-2,6-Dimethylbenzamide	Not approved
N-(3,5-Dibromo-4-Hydroxyphenyl)-4-Hydroxy-3,5-Dimethylbenzamide	Not approved
N-(3,5-Dibromo-4-Hydroxyphenyl)Benzamide	Not approved
N-(3,5-Dimethoxyphenyl)Imidodicarbonimidic Diamide	Not approved
N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-A]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide	Not approved
N-(3-(8-Cyano-4-(Phenylamino)Pyrazolo[1,5-A][1,3,5]Triazin-2-Ylamino)Phenyl)Acetamide	Not approved
N-[3-(Aminomethyl)Benzyl]Acetamidine	Not approved
N-(3-Aminopropyl)-2-Nitrobenzenamine	Not approved
N~3~-Benzylpyridine-2,3-Diamine	Not approved
N-(3-Carboxypropanoyl)-L-Norvaline	Not approved
N-(3-Carboxypropanoyl)-L-Phenylalanyl-3-Carboxy-O-(Carboxymethyl)-N-Pentyl-L-Tyrosinamide	Not approved
N'-(3-Chloro-4-Methoxy-Phenyl)-N-(3,4,5-Trimethoxyphenyl)-1,3,5-Triazine-2,4-Diamine	Not approved
N-(3-Chlorobenzyl)-1-(4-Methylpentanoyl)-L-Prolinamide	Not approved
N-(3-Chlorophenyl)-N-Methyl-2-Oxo-3-[(3,4,5-Trimethyl-1h-Pyrrol-2-Yl)Methyl]-2h-Indole-5-Sulfonamide	Not approved
N-(3-Cyano-4,5,6,7-Tetrahydro-1-Benzothien-2-Yl)-2-Fluorobenzamide	Not approved
N-(3-Cyanophenyl)-2'-Methyl-5'-(5-Methyl-1,3,4-Oxadiazol-2-Yl)-4-Biphenylcarboxamide	Not approved
N-(3-Cyclopropyl-1h-Pyrazol-5-Yl)-2-(2-Naphthyl)Acetamide	Not approved
N-(3-Cyclopropyl(5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta[B]Pyran-3-Yl)Methyl)Phenylbenzensulfonamide	Not approved
N~3~-Cyclopropyl-N~4~'-(Cyclopropylmethyl)-6-Methylbiphenyl-3,4'-Dicarboxamide	Not approved
[N-(3-Dibenzylcarbamoyl-Oxiranecarbonyl)-Hydrazino]-Acetic Acid	Not approved
N-[3-(Dimethylamino)Propyl]-2-({[4-({[4-(Formylamino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-5-Isopropyl-1,3-Thiazole-4-Carboxamide	Not approved
N-{3-[(E)-(Tert-Butoxyimino)Methyl]-4-Chlorophenyl}-2-Methylfuran-3-Carbimidothioic Acid	Not approved
N-[[3-Fluoro-4-Ethoxy-Pyrid-2-Yl]Ethyl]-N'-[5-Chloro-Pyridyl]-Thiourea	Not approved
N-[[3-Fluoro-4-Ethoxy-Pyrid-2-Yl]Ethyl]-N'-[5-Nitrilomethyl-Pyridyl]-Thiourea	Not approved
N-(3-Mercaptopropanoyl)-D-Alanine	Not approved
N-{3-Methyl-5-[2-(Pyridin-4-Ylamino)-Ethoxy]-Phenyl}-Benzenesulfonamide	Not approved
N-[3-(N'-Hydroxycarboxamido)-2-(2-Methylpropyl)-Propanoyl]-O-Tyrosine-N-Methylamide	Not approved
N-3-Oxo-Dodecanoyl-L-Homoserine Lactone	Not approved
N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine	Not approved
N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline	Not approved
N-({(3r,4r)-4-[(Benzyloxy)Methyl]Pyrrolidin-3-Yl}Methyl)-N-(2-Methylpropyl)Benzenesulfonamide	Not approved
N-{(3r,4s)-4-[(6-Amino-4-Methylpyridin-2-Yl)Methyl]Pyrrolidin-3-Yl}-N'-(3-Chlorobenzyl)Ethane-1,2-Diamine	Not approved
N-{(3s,4s)-4-[(6-Amino-4-Methylpyridin-2-Yl)Methyl]Pyrrolidin-3-Yl}-N'-(4-Chlorobenzyl)Ethane-1,2-Diamine	Not approved
N-(3-Tert-Butyl-1h-Pyrazol-5-Yl)-N'-{4-Chloro-3-[(Pyridin-3-Yloxy)Methyl]Phenyl}Urea	Not approved
N-[(3z)-5-Tert-Butyl-2-Phenyl-1,2-Dihydro-3h-Pyrazol-3-Ylidene]-N'-(4-Chlorophenyl)Urea	Not approved
N-({4-[(1r)-4-[(2r,4s,5s)-2,4-Diamino-6-Oxohexahydropyrimidin-5-Yl]-1-(2,2,2-Trifluoro-1,1-Dihydroxyethyl)Butyl]Phenyl}Carbonyl)-L-Glutamic Acid	Not approved
N-(4-{2-[(3-Chlorobenzyl)Amino]Ethyl}Phenyl)Thiophene-2-Carboximidamide	Not approved
N'-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)-2-Pyrimidinyl]-N-Hydroxyimidoformamide	Not approved
N-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-N',N'-Dimethyl-Benzene-1,4-Diamine	Not approved
N-[4-([(2-Amino-4-Oxo-1,4-Dihydropyrido[3,2-D]Pyrimidin-6-Yl)Methyl]{(2e)-3-[4-Carbamoyl-1-(5-O-Phosphono-Beta-D-Ribofuranosyl)-1h-Imidazol-5-Yl]-2-Propenoyl}Amino)Benzoyl]-L-Glutamic Acid	Not approved
N-({4-[(2-Aminopyridin-4-Yl)Oxy]-3-Fluorophenyl}Carbamoyl)-2-(4-Fluorophenyl)Acetamide	Not approved
N-[4-(2-Chlorophenyl)-1,3-Dioxo-1,2,3,6-Tetrahydropyrrolo[3,4-C]Carbazol-9-Yl]Formamide	Not approved
N-[4-(2-Methylimidazo[1,2-A]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide	Not approved
N~4~-(3-Methyl-1h-Indazol-6-Yl)-N~2~-(3,4,5-Trimethoxyphenyl)Pyrimidine-2,4-Diamine	Not approved
N-(4-{[(3s)-3-(Dimethylamino)Pyrrolidin-1-Yl]Carbonyl}Phenyl)-5-Fluoro-4-[2-Methyl-1-(1-Methylethyl)-1h-Imidazol-5-Yl]Pyrimidin-2-Amine	Not approved
N-({4-[4-(2-Methyl-1h-Imidazol-1-Yl)Butyl]Phenyl}Acetyl)-L-Seryl-N-(2-Cyclohexylethyl)-L-Lysinamide	Not approved
N-[4-(4-Nitrophenylphospho)Butanoyl]-D-Alanine	Not approved
N-[4-(4-Nitrophenylphospho)Butanoyl]-L-Alanine	Not approved
N-[4-({[5-(Dimethylamino)-1-Naphthyl]Sulfonyl}Amino)Butyl]-3-Sulfanylpropanamide	Not approved
N-[4-(5-Fluoro-6-Methylpyridin-2-Yl)-5-Quinoxalin-6-Yl-1h-Imidazol-2-Yl]Acetamide	Not approved
N-(4-Acetylphenyl)-5-(5-Chloro-2,4-Dihydroxyphenyl)-1h-Pyrazole-4-Carboxamide	Not approved
N(4)-Adenosyl-N(4)-Methyl-2,4-Diaminobutanoic Acid	Not approved
N-(4-Amino-5-Cyano-6-Ethoxypyridin-2-Yl)-2-(4-Bromo-2,5-Dimethoxyphenyl)Acetamide	Not approved
N-(4-Aminobutanoyl)-S-(4-Methoxybenzyl)-L-Cysteinylglycine	Not approved
N-(4-{[Amino(Imino)Methyl]Amino}Butyl)-2,4'-Bi-1,3-Thiazole-4-Carboxamide	Not approved
N-[4-(Aminosulfonyl)Benzyl]-5-(5-Chloro-2,4-Dihydroxyphenyl)-1h-Pyrazole-4-Carboxamide	Not approved
N-[4-(Aminosulfonyl)Phenyl]-2-Mercaptobenzamide	Not approved
N-({[4-(Aminosulfonyl)Phenyl]Amino}Carbonyl)-4-Methylbenzenesulfonamide	Not approved
N-[4-(Benzyloxy)Phenyl]Glycinamide	Not approved
N-(4-Bromo-2-{[(3r,5s)-3,5-Dimethylpiperidin-1-Yl]Carbonyl}Phenyl)-4-Morpholin-4-Yl-4-Oxobutanamide	Not approved
N-{[4-(But-2-Yn-1-Yloxy)Phenyl]Sulfonyl}-5-Methyl-D-Tryptophan	Not approved
N-(4-Carbamimidoyl-3-Choro-Phenyl)-2-Hydroxy-3-Iodo-5-Methyl-Benzamide	Not approved
N-(4-Carbamimidoylbenzyl)-1-(3-Phenylpropanoyl)-L-Prolinamide	Not approved
N-(4-Carbamimidoylbenzyl)-1-(4-Methylpentanoyl)-L-Prolinamide	Not approved
N-{4-[(Carboxymethyl)Carbamoyl]Benzoyl}-L-Valyl-N-[(3s)-1,1,1-Trifluoro-4-Methyl-2-Oxo-3-Pentanyl]-L-Prolinamide	Not approved
N-[4-Chloro-3-(Pyridin-3-Yloxymethyl)-Phenyl]-3-Fluoro-	Not approved
N-(4-Chlorobenzyl)-N-Methylbenzene-1,4-Disulfonamide	Not approved
N-(4-Chlorophenyl)-1,2,3,4-Tetrahydroisoquinoline-7-Sulfonamide	Not approved
N-(4-Chlorophenyl)-2-[(Pyridin-4-Ylmethyl)Amino]Benzamide	Not approved
N-(4-Chlorophenyl)-3-(Phosphonooxy)Naphthalene-2-Carboxamide	Not approved
N,4-Dimethyl-3-[(1-Phenyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Yl)Amino]Benzamide	Not approved
N,4-Dimethyl-N-(1-Phenyl-1h-Pyrazol-5-Yl)Benzenesulfonamide	Not approved
N4-Hydroxy-2-Isobutyl-N1-(9-Oxo-1,8-Diaza-Tricyclo[10.6.1.013,18]Nonadeca-12(19),13,15,17-Tetraen-10-Yl)-Succinamide	Not approved
N-[(4-Hydroxy-8-Iodoisoquinolin-3-Yl)Carbonyl]Glycine	Not approved
N4-Hydroxycytidine	Not approved
N-[4-Hydroxymethyl-Cyclohexan-6-Yl-1,2,3-Triol]-4,6-Dideoxy-4-Aminoglucopyranoside	Not approved
N-[(4-Methoxyphenyl)Sulfonyl]-D-Alanine	Not approved
N-{4-Methyl-3-[(3-Pyrimidin-4-Ylpyridin-2-Yl)Amino]Phenyl}-3-(Trifluoromethyl)Benzamide	Not approved
N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide	Not approved
N-(4-Methylbenzoyl)-4-Benzylpiperidine	Not approved
N~4~-Methyl-N~4~-(3-Methyl-1h-Indazol-6-Yl)-N~2~-(3,4,5-Trimethoxyphenyl)Pyrimidine-2,4-Diamine	Not approved
N-(4-Morpholine)Carbonyl-B-(1-Naphthyl)-L-Alanine-L-Leucine Boronic Acid	Not approved
N-(4-Oxo-5,6,7,8-Tetrahydro-4h-[1,3]Thiazolo[5,4-C]Azepin-2-Yl)Acetamide	Not approved
N-(4-Phenoxyphenyl)-2-[(Pyridin-4-Ylmethyl)Amino]Nicotinamide	Not approved
N-(4-Phenylamino-Quinazolin-6-Yl)-Acrylamide	Not approved
N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine	Not approved
N-(4-Sulfamoylphenyl)-1h-Indazole-3-Carboxamide	Not approved
N-[5-(1,1-Dioxidoisothiazolidin-2-Yl)-1h-Indazol-3-Yl]-2-(4-Piperidin-1-Ylphenyl)Acetamide	Not approved
N-(5-{[(2s)-4-Amino-2-(3-Chlorophenyl)Butanoyl]Amino}-1h-Indazol-3-Yl)Benzamide	Not approved
N-(5-{3,4-Difluoro-2-[(2-Fluoro-4-Iodophenyl)Amino]Phenyl}-1,3,4-Oxadiazol-2-Yl)Ethane-1,2-Diamine	Not approved
N-{5-[4-(4-Methylpiperazin-1-Yl)Phenyl]-1h-Pyrrolo[2,3-B]Pyridin-3-Yl}Nicotinamide	Not approved
N-(5-{4-Chloro-3-[(2-Hydroxyethyl)Sulfamoyl]Phenyl}-4-Methyl-1,3-Thiazol-2-Yl)Acetamide	Not approved
N-(5,6-Diphenylfuro[2,3-D]Pyrimidin-4-Yl)Glycine	Not approved
N-(5-Chloro-1,3-Benzodioxol-4-Yl)-6-Methoxy-7-(3-Piperidin-1-Ylpropoxy)Quinazolin-4-Amine	Not approved
N'-(5-Chloro-1,3-Benzodioxol-4-Yl)-N-(3,4,5- Trimethoxyphenyl)Pyrimidine-2,4-Diamine	Not approved
N'-(5-Chloro-1,3-Benzodioxol-4-Yl)-N-(3-Methylsulfonylphenyl)Pyrimidine-2,4-Diamine	Not approved
N'-(5-Chloro-1,3-Benzodioxol-4-Yl)-N-(3-Morpholin-4-Ylphenyl)Pyrimidine-2,4-Diamine	Not approved
N-(5-Chloro-Benzo[B]Thiophen-3-Ylmethyl)-2-[6-Chloro-Oxo-3-(2-Pyridin-2-Yl-Ethylamino)-2h-Pyrazin-1-Yl]-Acetamide	Not approved
N'-(5-Chlorobenzofuran-2-Carbonyl)-2-(Trifluoromethyl)Benzenesulfonohydrazide	Not approved
N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide	Not approved
N-[5-(Ethylsulfonyl)-2-Methoxyphenyl]-5-[3-(2-Pyridinyl)Phenyl]-1,3-Oxazol-2-Amine	Not approved
N(5)-[(Hydroxyamino)(Imino)Methyl]-L-Ornithine	Not approved
N-(5-Isopropyl-Thiazol-2-Yl)-2-Pyridin-3-Yl-Acetamide	Not approved
N-(5-Methyl-1h-Pyrazol-3-Yl)-2-Phenylquinazolin-4-Amine	Not approved
N5-Methylglutamine	Not approved
N-(5'-Phosphopyridoxyl)-D-Alanine	Not approved
N-(5'-Phosphopyridoxyl)-L-Alanine	Not approved
N-[(5r,14r)-5-Amino-5,14-Dimethyl-4-Oxo-3-Oxa-18-Azatricyclo[15.3.1.1~7,11~]Docosa-1(21),7(22),8,10,17,19-Hexaen-19-Yl]-N-Methylmethanesulfonamide	Not approved
N-[(5s,7r,8s,9s,10r)-8,9,10-Trihydroxy-7-(Hydroxymethyl)-2,4-Dioxo-6-Oxa-1,3-Diazaspiro[4.5]Dec-3-Yl]Acetamide	Not approved
N-6022	Not approved
N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine	Not approved
N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine	Not approved
N-({6-[(4-Cyano-2-Fluorobenzyl)Oxy]Naphthalen-2-Yl}Sulfonyl)-D-Glutamic Acid	Not approved
N-({6-[(4-Cyanobenzyl)Oxy]Naphthalen-2-Yl}Sulfonyl)-D-Glutamic Acid	Not approved
N-(6,7,9,10,17,18,20,21-Octahydrodibenzo[B,K][1,4,7,10,13,16]Hexaoxacyclooctadecin-2-Yl)Acetamide	Not approved
N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide	Not approved
N'-(6-Aminopyridin-3-Yl)-N-(2-Cyclopentylethyl)-4-Methyl-Benzene-1,3-Dicarboxamide	Not approved
N6-Benzyl Adenosine-5'-Diphosphate	Not approved
N-[(6-Butoxynaphthalen-2-Yl)Sulfonyl]-D-Glutamic Acid	Not approved
N-[(6-Butoxynaphthalen-2-Yl)Sulfonyl]-L-Glutamic Acid	Not approved
N(6)-Dimethylallyladenine	Not approved
N6-Isopentenyl-Adenosine-5'-Monophosphate	Not approved
N-{[6-(Pentyloxy)Naphthalen-2-Yl]Sulfonyl}-D-Glutamic Acid	Not approved
N(6)-(Pyridoxal Phosphate)-L-Lysine	Not approved
N-[(6s)-6-Carboxy-6-(Glycylamino)Hexanoyl]-D-Alanyl-D-Alanine	Not approved
N-[7-(3-Aminophenyl)-5-Methoxy-1,3-Benzoxazol-2-Yl]-2,5-Dichlorobenzenesulfonamide	Not approved
N7-(5'-Phospho-Alpha-Ribosyl)-2-Hydroxypurine	Not approved
N7-Butyl-N2-(5-Chloro-2-Methylphenyl)-5-Methyl[1,2,4]Triazolo[1,5-A]Pyrimidine-2,7-Diamine	Not approved
N-(7-Carbamimidoyl-Naphthalen-1-Yl)-3-Hydroxy-2-Methyl-Benzamide	Not approved
N7-Methyl-Formycin A	Not approved
Na-1	Not approved
Na-[(2s)-2-{[(S)-[(1s)-1-{[(Benzyloxy)Carbonyl]Amino}-2-Phenylethyl](Hydroxy)Phosphoryl]Methyl}-5-Phenylpentanoyl]-L-Tryptophanamide	Not approved
Nabilone	FDA
Nabiximols	Not approved
Nabumetone	AIFA/FDA
N-Acetylalanine	Not approved
N-Acetyl-Alpha-D-Glucosamine	Not approved
N-Acetyl-Alpha-Neuraminic Acid	Not approved
N-Acetyl-Beta-D-Glucosaminyl-(1->4)-N-Acetyl-Beta-D-Glucosamine	Not approved
N-Acetyl-Beta-Neuraminic Acid	Not approved
N-Acetyl-D-Galactosamine 6-Sulfate	Not approved
N-Acetyl-D-Glucosamine-6-Phosphate	Not approved
N-Acetylglucosamine	FDA
N-Acetyl-Glucosamine Thiazoline	Not approved
N-Acetylhistamine	Not approved
N-Acetyl-L-Arginine	Not approved
N-Acetyl-L-Citrulline	Not approved
N-Acetyl-L-Glutamate	Not approved
N-Acetyl-L-Phenylalanyl-4-[Difluoro(Phosphono)Methyl]-L-Phenylalaninamide	Not approved
N-Acetylmannosamine	Not approved
N-Acetylmannosaminitol	Not approved
N-Acetylmethionine	Not approved
N-Acetyl-N'-Beta-D-Glucopyranosyl Urea	Not approved
N-Acetylproline	Not approved
N-Acetyl-Serine	Not approved
N-Acetylserotonin	Not approved
N-Acetylsulfanilyl Chloride	Not approved
Nacubactam	Not approved
Nadh	FDA
Nadide	Not approved
Nadifloxacin	Not approved
Nadolol	FDA
Nadph	Not approved
Nadroparin	AIFA/FDA
Nafamostat	Not approved
Nafarelin	FDA
Nafcillin	FDA
Nafithromycin	Not approved
Naftazone	FDA
Naftidrofuryl	Not approved
Naftifine	FDA
Naftopidil	Not approved
Nagrestipen	Not approved
Nalbuphine	FDA
Naldemedine	AIFA/EMA/FDA
Nalfurafine	Not approved
Nalidixic Acid	FDA
N-Allyl-5-Amidinoaminooxy-Propyloxy-3-Chloro-N-Cyclopentylbenzamide	Not approved
N-Allyl-6-{[3-(4-Bromophenyl)-1-Methyl-1h-Indazol-6-Yl]Oxy}-N-Methyl-1-Hexanamine	Not approved
N-Allylaniline	Not approved
Nalmefene	EMA
Nalorphine	Not approved
Naloxegol	AIFA/EMA/FDA
Naloxone	AIFA/EMA/FDA
Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester	Not approved
N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine	Not approved
N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid	Not approved
N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester	Not approved
N-Alpha-Acetyl-3,5-Diiodotyrosyl-D-Threonine	Not approved
N-Alpha-Acetyl-3,5-Diiodotyrosylglycine	Not approved
Nalpha-[(Benzyloxy)Carbonyl]-N-[(1r)-4-Hydroxy-1-Methyl-2-Oxobutyl]-L-Phenylalaninamide	Not approved
Naltrexone	AIFA/FDA
Naltrexone, Bupropion	EMA
Naluzotan	Not approved
Namilumab	Not approved
N-[Amino(Imino)Methyl]-2-[2-(2-Chlorophenyl)-4-(4-Propoxyphenyl)-3-Thienyl]Acetamide	Not approved
N-[Amino(Imino)Methyl]-2-(2,5-Diphenyl-1h-Pyrrol-1-Yl)Acetamide	Not approved
N-[(Aminooxy)Carbonyl]Aniline	Not approved
Namitecan	Not approved
Namn	Not approved
Nam Napthylaminoalanine	Not approved
Nanaomycin D	Not approved
Nanatinostat	Not approved
Nandrolone	Not approved
Nandrolone Decanoate	FDA
Nandrolone Hydrogen Sulfate	Not approved
Nandrolone Phenpropionate	FDA
Nangibotide	Not approved
Nanoparticle Epirubicin	Not approved
N-Anthracen-2-Yl-5-Methyl[1,2,4]Triazolo[1,5-A]Pyrimidin-7-Amine	Not approved
Nap-226-90	Not approved
Napabucasin	Not approved
Naphazoline	FDA
Naphthalene-1,2,4,5,7-Pentol	Not approved
Naphthalene-2,6-Disulfonic Acid	Not approved
Naphthalene Trisulfonate	Not approved
Naphthoquine	Not approved
Naphthyridine Inhibitor	Not approved
Naproxcinod	Not approved
Naproxen	AIFA/FDA
Naproxen Etemesil	Not approved
Naptumomab Estafenatox	Not approved
Naquotinib	Not approved
Narasin	Not approved
Naratriptan	AIFA/FDA
Naratuximab Emtansine	Not approved
Nardostachys Chinensis Whole	Not approved
Naringenin	Not approved
Narlaprevir	Not approved
Narnatumab	Not approved
Naronapride	Not approved
Narsoplimab	Not approved
Nasovax	Not approved
Natalizumab	AIFA/EMA/FDA
Natamycin	FDA
Nateglinide	EMA
Nattokinase	Not approved
Natural Killer Cell	Not approved
Nav 1800	Not approved
Navarixin	Not approved
Naveglitazar	Not approved
Navicixizumab	Not approved
Navitoclax	Not approved
Navoximod	Not approved
Naxifylline	Not approved
Naxitamab	FDA
Nazartinib	Not approved
Nb-001	Not approved
N-(Benzoylcarbamoyl)-Beta-D-Glucopyranosylamine	Not approved
N-Benzoyl-D-Alanine	Not approved
N-Benzyl-3-(Alpha-D-Galactopyranosyloxy)Benzamide	Not approved
N-Benzyl-4-[(2r)-Pyrrolidin-2-Ylmethoxy]Aniline	Not approved
N-Benzyl-4-[4-(3-Chlorophenyl)-1h-Pyrazol-3-Yl]-1h-Pyrrole-2-Carboxamide	Not approved
N-Benzyl-4-Sulfamoyl-Benzamide	Not approved
N-Benzylformamide	Not approved
N-Benzyloxycarbonyl-Ala-Pro-3-Amino-4-Phenyl-Butan-2-Ol	Not approved
[N-(Benzyloxycarbonyl)Amino](4-Amidinophenyl)Methane-Phosphonate	Not approved
[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate	Not approved
N-[(Benzyloxy)Carbonyl]-L-Cysteinylglycine	Not approved
N-[(Benzyloxy)Carbonyl]-L-Leucyl-N-[(1s)-3-Fluoro-1-(4-Hydroxybenzyl)-2-Oxopropyl]-L-Leucinamide	Not approved
N-Benzyloxycarbonyl-L-Serine-Betalactone	Not approved
N-Beta-D-Glucopyranosylacetamide	Not approved
Nbi-6024	Not approved
N-(Biphenyl-4-Ylsulfonyl)-D-Leucine	Not approved
N-Bromoacetyl-Aminoethyl Phosphate	Not approved
N-(Bromoacetyl)-Beta-Alanyl-N-(2-{4-[(Carboxycarbonyl)Amino]Phenyl}Ethyl)-L-Serinamide	Not approved
N-Butyl-3-{[6-(9h-Purin-6-Ylamino)Hexanoyl]Amino}Benzamide	Not approved
N-Butyl-Benzenesulfonamide	Not approved
N-Butyl Isocyanide	Not approved
N-Caffeoyltyramine	Not approved
N-Carbamoyl-Alanine	Not approved
N-Carbamoylaspartic Acid	Not approved
N-Carbamoylphenylalanine	Not approved
N-Carbamyl-D-Methionine	Not approved
N-Carbamyl-D-Valine	Not approved
N-(Carboxycarbonyl)-D-Phenylalanine	Not approved
N-Carboxymethionine	Not approved
N-(Chlorophenyl)-N'-Hydroxyguanidine	Not approved
N-Chlorotaurine	Not approved
N-Coeleneterazine	Not approved
Ncs-Chromophore	Not approved
Ncx-1000	Not approved
Ncx 1015	Not approved
Ncx 1022	Not approved
Ncx 701	Not approved
Ncx 950	Not approved
N-Cycloheptylglycyl-N-(4-Carbamimidoylbenzyl)-L-Prolinamide	Not approved
N-Cyclohexyl-3-[3-(Trifluoromethyl)Phenyl][1,2,4]Triazolo[4,3-B]Pyridazin-6-Amine	Not approved
N-Cyclohexyl-4-Imidazo[1,2-A]Pyridin-3-Yl-N-Methylpyrimidin-2-Amine	Not approved
N-[(Cyclohexylamino)Carbonyl]Glycine	Not approved
N-Cyclohexyl-N'-(4-Iodophenyl)Urea	Not approved
N-Cyclohexyl-N'-Decylurea	Not approved
N-Cyclohexyl-N'-Phenyl-1,4-Phenylenediamine	FDA
N-Cyclohexyl-N'-(Propyl)Phenyl Urea	Not approved
N-Cyclohexyltaurine	Not approved
N-Cyclooctylglycyl-N-(4-Carbamimidoylbenzyl)-L-Prolinamide	Not approved
N-Cyclopentyl-N-Cyclobutylformamide	Not approved
N-Cyclopropyl-2',6-Dimethyl-4'-(5-Methyl-1,3,4-Oxadiazol-2-Yl)Biphenyl-3-Carboxamide	Not approved
N-Cyclopropyl-3-{[1-(2,4-Difluorophenyl)-7-Methyl-6-Oxo-6,7-Dihydro-1h-Pyrazolo[3,4-B]Pyridin-4-Yl]Amino}-4-Methylbenzamide	Not approved
N-Cyclopropyl-4-Methyl-3-[1-(2-Methylphenyl)Phthalazin-6-Yl]Benzamide	Not approved
N-Cyclopropyl-4-Methyl-3-{2-[(2-Morpholin-4-Ylethyl)Amino]Quinazolin-6-Yl}Benzamide	Not approved
N-Cyclopropyl-4-Pyrazolo[1,5-B]Pyridazin-3-Ylpyrimidin-2-Amine	Not approved
N-Cyclopropyl-6-[(6,7-Dimethoxyquinolin-4-Yl)Oxy]Naphthalene-1-Carboxamide	Not approved
N-(Cyclopropylmethyl)-2'-Methyl-5'-(5-Methyl-1,3,4-Oxadiazol-2-Yl)Biphenyl-4-Carboxamide	Not approved
N-(Cyclopropylmethyl)-4-(Methyloxy)-3-({5-[3-(3-Pyridinyl)Phenyl]-1,3-Oxazol-2-Yl}Amino)Benzenesulfonamide	Not approved
N-Cyclopropyl-N-(Trans-4-Pyridin-3-Ylcyclohexyl)-4-[(1s)-2,2,2-Trifluoro-1-Hydroxy-1-Methylethyl]Benzamide	Not approved
Nd1251	Not approved
Nd1-Phosphonohistidine	Not approved
Nd7001	Not approved
Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine	Not approved
N-(Dibenzo[B,D]Thiophen-3-Ylsulfonyl)-L-Valine	Not approved
N-Dimethyl-Lysine	Not approved
N-Dodecanoyl-L-Tyrosine	Not approved
N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate	Not approved
